19,Jaguar Development with PowerBuilder 7,1884777864,550,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/barlotta2.jpg,Michael Barlotta,PowerBuilder
20,Taming Jaguar,1884777686,362,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/barlotta3.jpg,Michael J. Barlotta,PowerBuilder
21,3D User Interfaces with Java 3D,1884777902,520,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/barrilleaux.jpg,Jon Barrilleaux,Java
24,Java Persistence with Hibernate,1932394885,880,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bauer2.jpg,Christian Bauer,Java
25,JSTL in Action,1930110529,480,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bayern.jpg,Shawn Bayern,Internet
26,iBATIS in Action,1932394826,384,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/begin.jpg,Clinton Begin,Web Development
28,Hibernate Search in Action,1933988649,488,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bernard.jpg,Emmanuel Bernard,Java
29,jQuery in Action,1933988355,376,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bibeault.jpg,Bear Bibeault,Web Development
31,Building Secure and Reliable Network Applications,1884777295,591,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/birman.jpg,Kenneth P. Birman,Networking
32,Ruby for Rails,1932394699,532,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/black.jpg,David A. Black,Web Development
33,The Well-Grounded Rubyist,1933988657,520,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/black2.jpg,David A. Black,Programming
35,Website Owner's Manual,1933988452,296,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/boag.jpg,Paul A. Boag,Internet
36,ASP.NET 4.0 in Practice,1935182463,504,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bochicchio.jpg,Daniele Bochicchio,Microsoft .NET
37,Hello! Python,1935182080,350,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/briggs.jpg,Anthony Briggs,Python
38,PFC Programmer's Reference Manual,1884777554,368,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/brooks.jpg,Richard Brooks,PowerBuilder
41,iOS in Practice,1617291269,325,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cahill.jpg,Bear P. Cahill,Mobile Technology
43,Silverlight 2 in Action,1933988428,400,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/campbell.jpg,Chad A. Campbell,Microsoft .NET
46,Internet and Intranet Applications with PowerBuilder 6,1884777600,390,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cervenka.jpg,Tom Cervenka,PowerBuilder
51,Mobile Agents,1884777368,320,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cockayne.jpg,William R. Cockayne and Michael Zyda,Internet
52,Spring Dynamic Modules in Action,1935182307,450,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cogoluegnes.jpg,Arnaud Cogoluegnes,Java
54,Android in Practice,1935182927,500,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/collins.jpg,Charlie Collins,Mobile Technology
55,Object Oriented Perl,1884777791,512,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/conway.jpg,Damian Conway,Object-Oriented Programming
56,GWT in Practice,1933988290,376,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cooper.jpg,Robert Cooper,Web Development
59,Ajax in Action,1932394613,680,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/crane.jpg,Dave Crane,XML
60,Ajax in Practice,1932394990,536,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/crane2.jpg,Dave Crane,Web Development
61,Prototype and Scriptaculous in Action,1933988037,544,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/crane3.jpg,Dave Crane,Web Development
63,POJOs in Action,1932394583,592,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/crichardson.jpg,Chris Richardson,Java
64,Data Munging with Perl,1930110006,304,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cross.jpg,David Cross,Perl
65,Hello! HTML5 & CSS3,1935182897,325,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/crowther.jpg,Rob Crowther,Internet
66,Seam in Action,1933988401,624,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dallen.jpg,Dan Allen,Java
67,Wicket in Action,1932394982,392,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dashorst.jpg,Martijn Dashorst,Web Development
68,Open Source SOA,1933988541,448,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/davis.jpg,Jeff Davis,Java
70,Essential Guide to Peoplesoft Development and Customization,1884777929,1101,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/delia.jpg,Tony DeLia,Client-Server
71,.NET Multithreading,1930110545,360,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dennis.jpg,Alan Dennis,Microsoft .NET
72,SCWCD Exam Study Kit Second Edition,1932394389,560,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/deshmukh2.jpg,Hanumant Deshmukh,Internet
75,RSS and Atom in Action,1932394494,400,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dmjohnson.jpg,Dave Johnson,Internet
77,Mule in Action,1933988967,432,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dossot.jpg,David Dossot,Java
79,Java Foundation Classes,1884777678,1088,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/drye.jpg,Stephen C. Drye,Java
129,Python and Tkinter Programming,1884777813,688,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/grayson.jpg,John E. Grayson,Python
130,Microsoft.NET for Programmers,1930110197,386,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/grimes.jpg,Fergal Grimes,Microsoft .NET
131,Grails in Action,1933988932,520,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/gsmith.jpg,Glen Smith,Java
133,OSGi in Action,1933988916,576,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hall.jpg,Richard S. Hall,Internet
135,GWT in Action,1933988231,632,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hanson.jpg,Robert Hanson,Internet
136,The Quick Python Book,1884777740,444,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/harms.jpg,Daryl Harms,Python
137,SharePoint 2010 Site Owner's Manual,1933988754,300,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/harryman.jpg,Yvonne M. Harryman,Microsoft .NET
139,Java Development with Ant,1930110588,672,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatcher.jpg,Erik Hatcher,Java
140,Lucene in Action,1932394281,456,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatcher2.jpg,Erik Hatcher,Java
142,PowerBuilder 6.0 Questions & Answers,1884777708,446,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatton.jpg,Tim Hatton,PowerBuilder
143,The Awesome Power of PowerJ,1884777538,378,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatton2.jpg,Tim Hatton,Java
144,The Awesome Power of Power++,1884777546,416,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatton3.jpg,Tim Hatton,PowerBuilder
149,Code Generation in Action,1930110979,350,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/herrington.jpg,Jack Herrington,Programming
154,Struts in Action,1932394249,672,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/husted.jpg,Ted N. Husted,Java
155,Camel in Action,1935182366,375,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ibsen.jpg,Claus Ibsen,Java
158,JBoss in Action,1933988029,496,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jamae.jpg,Javid Jamae,Java
159,Gnuplot in Action,1933988398,400,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/janert.jpg,Philipp K. Janert,Computer Graphics
160,Extending and Embedding Perl,1930110820,384,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jenness.jpg,Tim Jenness,Perl
161,iOS 4 in Action,1617290017,504,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jharrington.jpg,Jocelyn Harrington,Mobile Technology
162,Elements of Programming with Perl,1884777805,368,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/johnson.jpg,Andrew L. Johnson,Perl
164,R in Action,1935182390,375,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kabacoff.jpg,Robert I. Kabacoff,Software Engineering
168,Rails 3 in Action,1935182277,425,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/katz.jpg,Ryan Bigg,Internet
169,Continuous Integration in .NET,1935182552,328,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kawalerowicz.jpg,Marcin Kawalerowicz,Microsoft .NET
170,Technology Paradise Lost,1932394133,260,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/keller.jpg,Erik Keller,Business
173,Laszlo in Action,1932394834,552,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/klein.jpg,Norman Klein,Web Development
174,Groovy in Action,1932394842,696,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/koenig.jpg,Dierk Koenig with Andrew Glover,Java
177,Test Driven,1932394850,544,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/koskela.jpg,Lasse Koskela,Software Engineering
178,Effective Unit Testing,1935182579,350,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/koskela2.jpg,Lasse Koskela,Java
180,The Awesome Power of Direct3D/DirectX,1884777473,840,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kovach.jpg,Peter J. Kovach,Computer Graphics
181,Practical Software Requirements,1884777597,448,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kovitz.jpg,Benjamin L. Kovitz,Software Engineering
182,NHibernate in Action,1932394923,400,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kuate.jpg,Pierre Henri Kuate,Microsoft .NET
183,Microsoft Reporting Services in Action,1932394222,656,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lachev.jpg,Teo Lachev,Microsoft .NET
184,AspectJ in Action,1930110936,512,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/laddad.jpg,Ramnivas Laddad,Java
186,Hadoop in Action,1935182196,325,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lam.jpg,Chuck Lam,Java
187,SQR in PeopleSoft and Other Applications,1884777775,600,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/landres.jpg,Galina,Business
190,Tuscany SCA in Action,1933988894,472,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/laws.jpg,Simon Laws,Java
192,Client/Server Yellow Pages,1884777082,280,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lewis.jpg,Compiled,Client-Server
193,Object Oriented Application Frameworks,1884777066,352,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lewis2.jpg,Ted Lewis,Object-Oriented Programming
194,Tapestry in Action,1932394117,580,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lewisship.jpg,Howard M. Lewis Ship,Java
195,WebWork in Action,1932394532,400,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lightbody.jpg,Patrick Lightbody,internet
197,Erlang and OTP in Action,1933988789,500,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/logan.jpg,Martin Logan,Programming
198,SharePoint 2007 Developer's Guide to Business Data Catalog,1933988819,304,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lonsdale.jpg,Brett Lonsdale,Microsoft .NET
200,Adobe AIR in Action,1933988487,336,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lott.jpg,Joey Lott,Web Development
203,iText in Action,1932394796,688,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lowagie.jpg,Bruno Lowagie,Web Development
208,Subversion in Action,1932394478,356,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/machols.jpg,Jeffrey Machols,Java
209,Minimal Perl,1932394508,504,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/maher.jpg,Tim Maher,Perl
210,Distributed Programming with Java,1884777651,320,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mahmoud.jpg,Qusay H. Mahmoud,Java
212,JavaServer Faces in Action,1932394125,744,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mann.jpg,Kito D. Mann,Java
213,LINQ in Action,1933988169,576,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/marguerie.jpg,Fabrice Marguerie,Microsoft .NET
215,Algorithms of the Intelligent Web,1933988665,368,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/marmanis.jpg,Haralambos Marmanis,Web Development
216,JUnit in Action,1930110995,384,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/massol.jpg,Vincent Massol with Ted Husted,Java
218,Ruby in Practice,1933988479,360,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mcanally.jpg,Jeremy McAnally,Programming
219,Inside LotusScript,1884777481,420,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mcginn.jpg,Joe McGinn,Business
220,Maximum MIDI,1884777449,450,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/messick.jpg,Paul Messick,Programming
223,JavaFX in Action,1933988991,373,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/morris.jpg,Simon Morris,Java
224,Entity Framework 4 in Action,1935182188,576,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mostarda.jpg,Stefano Mostarda,Microsoft .NET
226,Sass and Compass in Action,1617290149,300,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/netherland.jpg,Wynn Netherland,Web Development
227,Core OWL 5.0,1884777503,500,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/neward.jpg,Ted Neward,Programming
228,Advanced OWL 5.0,1884777465,570,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/neward2.jpg,Ted Neward,Programming
229,Server-Based Java Programming,1884777716,592,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/neward3.jpg,Ted Neward,Java
230,SQL Server MVP Deep Dives,1935182048,848,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/nielsen.jpg,Contributions from 53 SQL Server MVPs,Microsoft .NET
233,PostGIS in Action,1935182269,325,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/obe.jpg,Regina O. Obe,Internet
235,Programming Mac OS X,1930110855,384,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/omalley.jpg,Kevin O'Malley,Programming
236,The Art of Unit Testing,1933988274,320,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/osherove.jpg,Roy Osherove,Software Engineering
237,Mahout in Action,1935182684,375,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/owen.jpg,Sean Owen,Java
238,ASP.NET MVC in Action,1933988622,392,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/palermo.jpg,Jeffrey Palermo,Microsoft .NET
240,ASP.NET MVC 4 in Action,1617290416,450,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/palermo3.jpg,Jeffrey Palermo,Microsoft .NET
241,EJB 3 in Action,1933988347,712,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/panda.jpg,Debu Panda,Java
243,Explorer's Guide to the Semantic Web,1932394206,304,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/passin.jpg,Thomas B. Passin,Internet
244,Practical LotusScript,1884777767,512,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/patton.jpg,Anthony Patton,Business
245,Domino Development with Java,1930110049,467,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/patton2.jpg,Anthony Patton,Java
246,Windows PowerShell in Action,1932394907,576,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/payette.jpg,Bruce Payette,Microsoft
249,Silverlight 5 in Action,1617290319,925,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pbrown2.jpg,Pete Brown,Microsoft
250,Hibernate Quickly,1932394419,456,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/peak.jpg,Patrick Peak,Java
253,Lift in Action,1935182803,450,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/perrett.jpg,Timothy Perrett,Java
254,Web Development with Apache and Perl,1930110065,424,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/petersen.jpg,Theo Petersen,Perl
255,Real-World Functional Programming,1933988924,560,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/petricek.jpg,Tomas Petricek with Jon Skeet,Microsoft .NET
256,Machine Learning in Action,1617290181,0,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pharrington.jpg,Peter Harrington,Software Engineering
258,Understanding Enterprise SOA,1932394591,280,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pulier.jpg,Eric Pulier and Hugh Taylor,Theory
259,Open-Source ESBs in Action,1933988215,528,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rademakers.jpg,Tijs Rademakers,Business
261,DSLs in Boo: Domain-Specific Languages in .NET,1933988606,352,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rahien.jpg,Oren Eini writing as Ayende Rahien,Microsoft .NET
262,JUnit Recipes,1932394230,752,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rainsberger.jpg,J. B. Rainsberger with contributions by Scott Stirling,Java
263,wxPython in Action,1932394621,620,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rappin.jpg,Noel Rappin,Python
264,Clojure in Action,1935182595,475,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rathore.jpg,Amit Rathore,Java
267,PHP in Action,1932394753,552,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/reiersol.jpg,Dagfinn Reiersøl with Marcus Baker,PHP
273,The Awesome Power of Java Beans,1884777562,500,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rodrigues.jpg,Lawrence H. Rodrigues,Java
275,The Cloud at Your Service,1935182528,200,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rosenberg.jpg,Jothy Rosenberg,Internet
276,Implementing Elliptic Curve Cryptography,1884777694,330,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rosing.jpg,Michael Rosing,Theory
277,SOA Patterns,1933988266,250,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rotem.jpg,Arnon Rotem-Gal-Oz,SOA
278,Hello World!,1933988495,432,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sande.jpg,Warren D. Sande,Programming
279,SCBCD Exam Study Kit,1932394400,488,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sanghera.jpg,Paul Sanghera,Java
280,Portlets in Action,1935182544,475,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sarin.jpg,Ashish Sarin,Java
281,SWT/JFace in Action,1932394273,496,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/scarpino.jpg,Matthew Scarpino,Java
284,Dependency Injection in .NET,1935182501,375,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/seemann.jpg,Mark Seemann,Microsoft .NET
285,Java 3D Programming,1930110359,400,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/selman.jpg,Daniel Selman,Java
289,Instant Messaging in Java,1930110464,402,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/shigeoka.jpg,Iain Shigeoka,Internet
290,Java Applets and Channels Without Programming,1884777392,372,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/shoffner.jpg,Ronny Richardson,Java
291,PowerShell in Practice,1935182005,500,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/siddaway.jpg,Richard Siddaway,Microsoft .NET
294,C++/CLI in Action,1932394818,416,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sivakumar.jpg,Nishant Sivakumar,Microsoft
295,C# in Depth,1933988363,424,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/skeet.jpg,Jon Skeet,Microsoft .NET
297,Magical A-Life Avatars,1884777589,450,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/small.jpg,Peter Small,Internet
298,Becoming Agile,1933988258,408,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/smith.jpg,Greg Smith,Software Engineering
299,ActiveMQ in Action,1933988940,408,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/snyder.jpg,Bruce Snyder,Java
302,SQL Server DMVs in Action,1935182730,352,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/stirk.jpg,Ian W. Stirk,Microsoft .NET
304,JMX in Action,1930110561,424,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sullins.jpg,Benjamin G. Sullins,Java
305,EJB Cookbook,1930110944,352,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sullins2.jpg,Benjamin G. Sullins,Java
309,Bitter EJB,1930110952,440,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/tate2.jpg,Bruce Tate,Java
312,JDK 1.4 Tutorial,1930110456,408,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/travis.jpg,Gregory M. Travis,Java
313,iPhone and iPad in Action,1935182587,450,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/trebitowski.jpg,Brandon Trebitowski,Mobile Technology
314,SQL Server 2005 Reporting Services in Action,1932394761,600,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/updegraff.jpg,Bret Updegraff,Microsoft
315,Ten Years of UserFriendly.Org,1935182129,1096,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/userfriendly.jpg,"JD ""Illiad"" Frazer",Miscellaneous
316,Graphics Programming with Perl,1930110022,328,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/verbruggen.jpg,Martien Verbruggen,Computer Graphics
318,XDoclet in Action,1932394052,624,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls.jpg,Craig Walls,XML
319,Spring in Action,1932394354,472,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls2.jpg,Craig Walls,Java
325,Spring in Practice,1935182056,600,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wheeler.jpg,Willie Wheeler with Joshua White,Java
